date,asset,close
2010-01-04,A000,102.06619730799072
2010-01-04,A001,102.6240413178072
2010-01-04,A002,102.39157510261958
2010-01-04,A003,103.44587875959526
2010-01-04,A004,101.26262268354634
2010-01-04,A005,102.74869672214308
2010-01-04,A006,103.40874039272028
2010-01-04,A007,102.36574430269879
2010-01-04,A008,101.78600121599982
2010-01-04,A009,97.7568335228278
2010-01-04,A010,102.24350376062633
2010-01-04,A011,102.57545708494911
2010-01-04,A012,101.62102788173048
2010-01-04,A013,101.71281544618532
2010-01-04,A014,100.82922920715072
2010-01-04,A015,98.80415760937609
2010-01-04,A016,101.09337252426864
2010-01-04,A017,99.86817690735364
2010-01-04,A018,100.70663424759267
2010-01-04,A019,100.759163467641
2010-01-04,A020,99.98170951245251
2010-01-04,A021,101.79165965881928
2010-01-04,A022,100.02196573287617
2010-01-04,A023,101.41389625567277
2010-01-04,A024,101.5527089761993
2010-01-04,A025,101.78370929740468
2010-01-04,A026,104.22328531123387
2010-01-04,A027,102.23794983188927
2010-01-04,A028,101.30568687366559
2010-01-04,A029,101.81019302956904
2010-01-04,A030,103.54257242099382
2010-01-04,A031,99.33066877896437
2010-01-04,A032,103.6796100593786
2010-01-04,A033,99.39867574013834
2010-01-04,A034,101.70909747299466
2010-01-04,A035,103.89499967575104
2010-01-04,A036,101.07005499593811
2010-01-04,A037,100.66133339663392
2010-01-04,A038,99.56861659097733
2010-01-04,A039,103.9269954514761
2010-01-04,A040,101.10469186651316
2010-01-04,A041,99.10850552414026
2010-01-04,A042,102.21191105490182
2010-01-04,A043,100.75725855390752
2010-01-04,A044,100.68203582892971
2010-01-04,A045,100.11203901447934
2010-01-04,A046,101.31116564767211
2010-01-04,A047,102.91040945570361
2010-01-04,A048,100.47425492873711
2010-01-04,A049,100.08469625973395
2010-01-04,A050,101.3392023135389
2010-01-04,A051,100.952480576715
2010-01-04,A052,99.24607780307608
2010-01-04,A053,102.2699343157627
2010-01-04,A054,103.18972491104333
2010-01-04,A055,100.67216691089594
2010-01-04,A056,102.90122239776196
2010-01-04,A057,101.11904374957817
2010-01-04,A058,101.97550703734741
2010-01-04,A059,99.14003267605523
2010-01-04,A060,98.57069088988676
2010-01-04,A061,100.14275121108169
2010-01-04,A062,99.88708324167374
2010-01-04,A063,101.05994614044928
2010-01-04,A064,100.37391366146733
2010-01-04,A065,102.1236772423295
2010-01-04,A066,100.78827026412615
2010-01-04,A067,98.82279996858074
2010-01-04,A068,99.09569473560337
2010-01-04,A069,100.01209295573837
2010-01-04,A070,102.95066997486451
2010-01-04,A071,99.9494254097838
2010-01-04,A072,103.17878976178186
2010-01-04,A073,100.5020014960761
2010-01-04,A074,101.41730018366619
2010-01-04,A075,103.89644700786391
2010-01-04,A076,98.86172379979132
2010-01-04,A077,105.19391808619984
2010-01-04,A078,103.3541074820683
2010-01-04,A079,101.21128444938621
2010-01-04,A080,102.70183221552767
2010-01-04,A081,101.12000782094275
2010-01-04,A082,100.50955277703292
2010-01-04,A083,100.783462885328
2010-01-04,A084,100.4311527527958
2010-01-04,A085,99.68318096267757
2010-01-04,A086,100.08962304782571
2010-01-04,A087,102.72880497299677
2010-01-04,A088,100.57231629726506
2010-01-04,A089,101.83463996330092
2010-01-04,A090,102.30329655108572
2010-01-04,A091,99.88742378517964
2010-01-04,A092,100.41607706364886
2010-01-04,A093,99.85664929993177
2010-01-04,A094,99.08245033143632
2010-01-04,A095,101.39712219951973
2010-01-04,A096,101.37232262555548
2010-01-04,A097,100.59896137000841
2010-01-04,A098,100.67063673670573
2010-01-04,A099,102.13951780517985
2010-01-05,A000,102.23921210419516
2010-01-05,A001,99.67944700039911
2010-01-05,A002,103.46314981391578
2010-01-05,A003,101.85049394006163
2010-01-05,A004,99.55346908304305
2010-01-05,A005,101.27905348655099
2010-01-05,A006,103.41883557177131
2010-01-05,A007,98.01249358955853
2010-01-05,A008,101.16862720643802
2010-01-05,A009,99.1892386583827
2010-01-05,A010,102.16991082476044
2010-01-05,A011,103.38325968485202
2010-01-05,A012,100.30093526350508
2010-01-05,A013,102.32619314218087
2010-01-05,A014,98.73988464763117
2010-01-05,A015,97.56794583653125
2010-01-05,A016,98.63487520312778
2010-01-05,A017,99.53514438010724
2010-01-05,A018,101.8275305380338
2010-01-05,A019,101.00573104001202
2010-01-05,A020,100.28272410349264
2010-01-05,A021,100.07007570439845
2010-01-05,A022,100.0557703368393
2010-01-05,A023,99.4032213864669
2010-01-05,A024,100.902860453512
2010-01-05,A025,102.37635577439805
2010-01-05,A026,102.08632035871634
2010-01-05,A027,102.29406463173976
2010-01-05,A028,102.83554521288968
2010-01-05,A029,102.66374793865707
2010-01-05,A030,103.33499225056921
2010-01-05,A031,97.15180538338952
2010-01-05,A032,105.2151665859808
2010-01-05,A033,100.57472739501823
2010-01-05,A034,98.59202904446829
2010-01-05,A035,101.36881878811094
2010-01-05,A036,99.43800839979086
2010-01-05,A037,100.6506719876807
2010-01-05,A038,103.7623526416561
2010-01-05,A039,102.43091302041427
2010-01-05,A040,98.35668077365436
2010-01-05,A041,97.21115965032217
2010-01-05,A042,98.07686109818053
2010-01-05,A043,101.27069925944645
2010-01-05,A044,99.12674269978082
2010-01-05,A045,101.746049836219
2010-01-05,A046,100.06317977545822
2010-01-05,A047,102.83241562206096
2010-01-05,A048,100.39644850007458
2010-01-05,A049,99.75206793935378
2010-01-05,A050,100.70942605838731
2010-01-05,A051,99.37294520880306
2010-01-05,A052,102.39884453979123
2010-01-05,A053,101.66038559223345
2010-01-05,A054,103.18269355699212
2010-01-05,A055,101.61477812880256
2010-01-05,A056,102.70717461580188
2010-01-05,A057,97.07689643020578
2010-01-05,A058,100.31985513501299
2010-01-05,A059,97.39907678679435
2010-01-05,A060,99.62095446859834
2010-01-05,A061,98.8296891920787
2010-01-05,A062,97.85878092090444
2010-01-05,A063,102.06645206514366
2010-01-05,A064,100.85465578005284
2010-01-05,A065,101.84294515599505
2010-01-05,A066,100.90017898051869
2010-01-05,A067,101.02048962829559
2010-01-05,A068,101.71827698574636
2010-01-05,A069,99.78764807166692
2010-01-05,A070,101.4660886194481
2010-01-05,A071,98.32666797857239
2010-01-05,A072,102.06841313618686
2010-01-05,A073,101.70569942537627
2010-01-05,A074,100.3787299793712
2010-01-05,A075,102.76069841190831
2010-01-05,A076,97.807384045244
2010-01-05,A077,106.33350780168531
2010-01-05,A078,101.19147489543343
2010-01-05,A079,100.8140845335805
2010-01-05,A080,102.48419256465083
2010-01-05,A081,99.33713654073348
2010-01-05,A082,98.65620511403299
2010-01-05,A083,101.8216824363511
2010-01-05,A084,99.0762264828688
2010-01-05,A085,97.29008073567017
2010-01-05,A086,96.87637270324255
2010-01-05,A087,103.66453938868938
2010-01-05,A088,99.76803959154657
2010-01-05,A089,101.8003473816312
2010-01-05,A090,99.96840092063556
2010-01-05,A091,99.0032360900117
2010-01-05,A092,100.0417770048336
2010-01-05,A093,103.67907096709641
2010-01-05,A094,99.49123450020718
2010-01-05,A095,99.92009572323919
2010-01-05,A096,101.3689860884714
2010-01-05,A097,98.95730075375799
2010-01-05,A098,100.42287174433586
2010-01-05,A099,101.38104478716883
2010-01-06,A000,99.6158090479419
2010-01-06,A001,96.94005214943276
2010-01-06,A002,99.76273213906086
2010-01-06,A003,101.3603282890954
2010-01-06,A004,97.4822737039886
2010-01-06,A005,100.27979970643084
2010-01-06,A006,101.00986835453116
2010-01-06,A007,96.44429204418202
2010-01-06,A008,100.13376073064013
2010-01-06,A009,96.28856090096792
2010-01-06,A010,98.50689186304646
2010-01-06,A011,102.83847014776057
2010-01-06,A012,99.64538215597943
2010-01-06,A013,104.77760355403953
2010-01-06,A014,97.90107872117512
2010-01-06,A015,96.22583830184472
2010-01-06,A016,97.74499196901682
2010-01-06,A017,100.26948046025
2010-01-06,A018,100.52167841996244
2010-01-06,A019,100.88564455419646
2010-01-06,A020,100.0754959979903
2010-01-06,A021,98.26119113495905
2010-01-06,A022,96.60642811912022
2010-01-06,A023,97.8859367235038
2010-01-06,A024,97.51905719162308
2010-01-06,A025,100.82142242966641
2010-01-06,A026,97.78790065997737
2010-01-06,A027,99.62153137630287
2010-01-06,A028,99.64411180164693
2010-01-06,A029,100.68241825552597
2010-01-06,A030,101.34443945961185
2010-01-06,A031,97.41802022043797
2010-01-06,A032,104.04395916904052
2010-01-06,A033,98.56367321104561
